material_number	material_number_text	brand	product_area	core_segment	component	component_text	manufactoring_location	characteristic_value	material_weight	packaging_code	packaging_category
55299506	RB-100ER S 1022 EHM	BOT	PA2	Recip Saw Blades	6035942771	Adhesive Label      SSB-RB    BEDRUCKT	NiP (St. Niklaus)	GLASSINE WEISS	0.81	PCode_451168	Unassigned
43642786	RB-100ER S 1157 CHM	BOT	PA2	Recip Saw Blades	6035722177	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	100.0	PCode_376369	Unassigned
43642786	RB-100ER S 1157 CHM	BOT	PA2	Recip Saw Blades	6035942771	Adhesive Label      SSB-RB    BEDRUCKT	NiP (St. Niklaus)	GLASSINE WEISS	0.81	PCode_451168	Unassigned
21562422	MET-  5ER T  344 DF	PRL	PA2	Jig Saw Blades	6035738557	Corrugated carton	NiP (St. Niklaus)	CORRUGATED	98.0	PCode_304109	Unassigned
21562422	MET-  5ER T  344 DF	PRL	PA2	Jig Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
21562422	MET-  5ER T  344 DF	PRL	PA2	Jig Saw Blades	6035822F92	Face seal blister card MET-  5ER T  344	NiP (St. Niklaus)	MCB/GT2	7.92	PCode_334699	Unassigned
21562422	MET-  5ER T  344 DF	PRL	PA2	Jig Saw Blades	6035822F92	Face seal blister card MET-  5ER T  344	NiP (St. Niklaus)	MCB/GT2	7.92	PCode_334699	Unassigned
32982582	PAR- BULK T  118 AF	PRL	PA2	Jig Saw Blades	6035722223	Corrugated carton	NiP (St. Niklaus)	WELLKARTON		PCode_304109	Unassigned
32982582	PAR- BULK T  118 AF	PRL	PA2	Jig Saw Blades	6035850471	Corrugated board insert	NiP (St. Niklaus)	WELLKARTON		PCode_478010	Unassigned
32982582	PAR- BULK T  118 AF	PRL	PA2	Jig Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
54327463	NLA- BULK S 1220 CF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
18363005	NLA- BULK S 1122 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
46392541	NLA- BULK S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
22029185	NLA- BULK S 1122 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
37232810	FUI- BULK S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
83104297	FUI- BULK S 1122 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
79394453	FUI- BULK S  922 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
38392568	FUI- BULK S 1122 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
36378335	FUI- BULK S 1126 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
54753518	FUI- BULK S 1125 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
46825367	FUI- BULK S 1122 HF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
81414163	FUI- BULK S 1111 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
81697150	WUE- BULK S  922 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
80093782	ALD- BULK S  611 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
70275371	ALD- BULK S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
86669595	NLA- BULK S  522 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
94260854	SBN- BULK S  345 XF	BOT	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
97078095	SBN- BULK S  346 XF	BOT	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
87719688	SBN- BULK S 1131 L	BOT	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
52548339	KWB-  2ER S  123 XF	PRL	PA2	Recip Saw Blades	6035703B19	Paperboard pouch    KWB-  2ER S  123 XF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
52548339	KWB-  2ER S  123 XF	PRL	PA2	Recip Saw Blades	6035703B19	Paperboard pouch    KWB-  2ER S  123 XF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
52548339	KWB-  2ER S  123 XF	PRL	PA2	Recip Saw Blades	6035738414	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
52548339	KWB-  2ER S  123 XF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
52548339	KWB-  2ER S  123 XF	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
86110505	KWB-  2ER S  922 BF	PRL	PA2	Recip Saw Blades	6035703B22	Paperboard pouch    KWB-  2ER S  922 BF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
86110505	KWB-  2ER S  922 BF	PRL	PA2	Recip Saw Blades	6035703B22	Paperboard pouch    KWB-  2ER S  922 BF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
86110505	KWB-  2ER S  922 BF	PRL	PA2	Recip Saw Blades	6035738414	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
86110505	KWB-  2ER S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
86110505	KWB-  2ER S  922 BF	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
43825869	CEN- BULK S  522 HF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
60005130	CEN- BULK S  522 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
83380654	CEN- BULK S  522 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
87304056	CEN- BULK S  522 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
55092625	CEN- BULK S  422 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
49565908	CEN- BULK S  422 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
66850265	CEN- BULK S  611 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
69202143	CEN- BULK S  711 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
47837563	CEN- BULK S  611 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
62539535	CEN- BULK S  628 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
77896891	CEN- BULK S  922 HF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
18511992	CEN- BULK S  922 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
63583333	CEN- BULK S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
79231719	CEN- BULK S 1111 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
31822140	CEN- BULK S 1122 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
92768811	CEN- BULK S 1122 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
24679975	CEN- BULK S 1122 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
76073886	CEN- BULK S 1411 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
36230757	CEN- BULK S 1222 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
29845312	CEN- BULK S  610 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
80529968	CEN- BULK S  930 CF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
92220997	CEN- BULK S 1110 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
40130980	CEN- BULK S 1130 CF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
86450552	CEN- BULK S 1210 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
55520274	CEN- BULK S  921 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
29327461	CEN- BULK S 1121 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
73837036	CEN- BULK S 1221 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
34806068	CEN- BULK S  921 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
69974640	CEN- BULK S 1121 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
94632580	CEN- BULK S 1221 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
72622840	HOU- BULK S 1213 AWP	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
32769345	HOU- BULK S 2013 AWP	PRL	PA2	Recip Saw Blades	6035722023	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_376369	Unassigned
32769345	HOU- BULK S 2013 AWP	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
25312265	BEH- BULK S 1122 VFR	PRL	PA2	Recip Saw Blades	6035942771	Adhesive Label      SSB-RB    BEDRUCKT	NiP (St. Niklaus)	GLASSINE WEISS	0.81	PCode_451168	Unassigned
70738625	HIK- BULK S  922 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
23881768	HIK- BULK S  922 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035738293	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035911A02	Label               HIK-  5ER S 1226 BEF	NiP (St. Niklaus)	CHROMO WHITE	0.35	PCode_440854	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035911A02	Label               HIK-  5ER S 1226 BEF	NiP (St. Niklaus)	CHROMO WHITE	0.35	PCode_440854	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035834A34	Plastic Tube Bottom Part QP 020 350 I	NiP (St. Niklaus)	TUBE 22 - 50 UT TRANS	16.5	PCode_252685	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035910W94	Label               HIK-  5ER S 1226 BEF	NiP (St. Niklaus)	CHROMO WHITE	1.0	PCode_440854	Unassigned
39408664	HIK-  5ER S 1226 BEF	PRL	PA2	Recip Saw Blades	6035910W94	Label               HIK-  5ER S 1226 BEF	NiP (St. Niklaus)	CHROMO WHITE	1.0	PCode_440854	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035738293	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035911A03	Label               HIK-  5ER S 1226 CHF	NiP (St. Niklaus)	CHROMO WHITE	0.35	PCode_440854	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035911A03	Label               HIK-  5ER S 1226 CHF	NiP (St. Niklaus)	CHROMO WHITE	0.35	PCode_440854	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035834A34	Plastic Tube Bottom Part QP 020 350 I	NiP (St. Niklaus)	TUBE 22 - 50 UT TRANS	16.5	PCode_252685	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035910W95	Label               HIK-  5ER S 1226 CHF	NiP (St. Niklaus)	CHROMO WHITE	1.0	PCode_440854	Unassigned
54878293	HIK-  5ER S 1226 CHF	PRL	PA2	Recip Saw Blades	6035910W95	Label               HIK-  5ER S 1226 CHF	NiP (St. Niklaus)	CHROMO WHITE	1.0	PCode_440854	Unassigned
26251489	DEV- BULK S  922 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
27113743	DEV- BULK S  922 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
66510760	DEV- BULK S 1122 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
88896855	DEV- BULK S 1122 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
72000036	DEV- BULK S  711 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
10025841	DEV- BULK S 1411 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
16666147	SKI- BULK S  918 EF	SKL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
89218344	NLA- BULK S 1222 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
11963506	NLA- BULK S 1126 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
58243336	NLA- BULK S 1226 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
77519160	NLA- BULK S  926 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
85762974	BER-  5ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035703D95	Paperboard pouch    BER-  5ER S  928 BEF	NiP (St. Niklaus)	CHROMOKARTON RS GRAU (GD2)	9.64	PCode_108491	Unassigned
85762974	BER-  5ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035703D95	Paperboard pouch    BER-  5ER S  928 BEF	NiP (St. Niklaus)	CHROMOKARTON RS GRAU (GD2)	9.64	PCode_108491	Unassigned
85762974	BER-  5ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035738296	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
85762974	BER-  5ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
85910798	BER- 25ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035834S76	Plastic Tube Bottom Part	NiP (St. Niklaus)	HDPE	15.2	PCode_252685	Unassigned
85910798	BER- 25ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035738148	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL	120.0	PCode_304109	Unassigned
85910798	BER- 25ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
85910798	BER- 25ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035911477	Label               BER- 25ER S  928 BEF	NiP (St. Niklaus)	WOOD FREE	0.86	PCode_440854	Unassigned
85910798	BER- 25ER S  928 BEF	PRL	PA2	Recip Saw Blades	6035834416	Plastic Tube Top Part	NiP (St. Niklaus)	PE	14.8	PCode_439983	Unassigned
36576240	BER-  5ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035703D97	Paperboard pouch    BER-  5ER S 1228 BEF	NiP (St. Niklaus)	CHROMOKARTON RS GRAU (GD2)	17.94	PCode_108491	Unassigned
36576240	BER-  5ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035703D97	Paperboard pouch    BER-  5ER S 1228 BEF	NiP (St. Niklaus)	CHROMOKARTON RS GRAU (GD2)	17.94	PCode_108491	Unassigned
36576240	BER-  5ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035738293	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
36576240	BER-  5ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
98017746	BER- 25ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035834S78	Plastic Tube Bottom Part	NiP (St. Niklaus)	HDPE	26.0	PCode_252685	Unassigned
98017746	BER- 25ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035738293	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
98017746	BER- 25ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
98017746	BER- 25ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035911481	Label               BER- 25ER S 1228 BEF	NiP (St. Niklaus)	WOOD FREE	0.92	PCode_440854	Unassigned
98017746	BER- 25ER S 1228 BEF	PRL	PA2	Recip Saw Blades	6035834420	Plastic Tube Top Part	NiP (St. Niklaus)	PE	23.2	PCode_439983	Unassigned
60570307	PAR- BULK SA 1111 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
58721026	PAR- BULK S 1122 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
32249353	PAR- BULK S  918 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
16545793	PAR- BULK SE 922 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
22907531	PAR- BULK SE 922 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
40068192	PAR- BULK S  918 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
85328255	PAR- BULK S 1118 BF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
81211073	PAR- BULK SE 922 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
53527033	PAR- BULK SE 922 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
97306316	ALD- BULK S  922 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
68889278	ALD- BULK S  922 HF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
37449384	ALD- BULK S 1025 VF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
93449038	ALD- BULK S 1120 CF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
72522942	ALD- BULK S 1126 CHF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
27106468	ALD- BULK S 1126 BEF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035738090	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL. UPS		PCode_304109	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035911D34	Label               RYO-  5ER S  522 AF	NiP (St. Niklaus)	WOOD FREE	0.23	PCode_440854	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035911R95	Label               RYO-  5ER S  522 AF	NiP (St. Niklaus)	WOOD FREE	0.35	PCode_440854	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035834309	Plastic Tube Bottom Part	NiP (St. Niklaus)	PVC	7.55	PCode_252685	Unassigned
78963404	RYO-  5ER S  522 AF	PRL	PA2	Recip Saw Blades	6035834308	Plastic Tube Top Part	NiP (St. Niklaus)	PVC	6.35	PCode_439983	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035738090	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL. UPS		PCode_304109	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035911C36	Label               RYO-  2ER S  522 AF	NiP (St. Niklaus)	WOOD FREE	0.23	PCode_440854	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035911R96	Label               RYO-  2ER S  522 AF	NiP (St. Niklaus)	WOOD FREE	0.35	PCode_440854	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035834308	Plastic Tube Top Part	NiP (St. Niklaus)	PVC	6.35	PCode_439983	Unassigned
68990708	RYO-  2ER S  522 AF	PRL	PA2	Recip Saw Blades	6035834309	Plastic Tube Bottom Part	NiP (St. Niklaus)	PVC	7.55	PCode_252685	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035738090	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL. UPS		PCode_304109	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035911D38	Label               RYO-  5ER S  511 DF	NiP (St. Niklaus)	WOOD FREE	0.23	PCode_440854	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035911R97	Label               RYO-  5ER S  511 DF	NiP (St. Niklaus)	WOOD FREE	0.35	PCode_440854	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035834309	Plastic Tube Bottom Part	NiP (St. Niklaus)	PVC	7.55	PCode_252685	Unassigned
66596964	RYO-  5ER S  511 DF	PRL	PA2	Recip Saw Blades	6035834308	Plastic Tube Top Part	NiP (St. Niklaus)	PVC	6.35	PCode_439983	Unassigned
78489740	RYO-  2ER S  511 DF	PRL	PA2	Recip Saw Blades	6035738090	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL. UPS		PCode_304109	Unassigned
78489740	RYO-  2ER S  511 DF	PRL	PA2	Recip Saw Blades	6035911C37	Label               RYO-  2ER S  511 DF	NiP (St. Niklaus)	WOOD FREE	0.23	PCode_440854	Unassigned
